"From                     	                          To","Player  (133)","Pos","Yrs","Value                                                                         $2,198,574,000","AAV                                                                         $10,519,493"
"SD","Craig Stammen","RP","2","$9,000,000","$4,500,000"
"SF","Kevin Gausman","SP/SP2","1","$9,000,000","$9,000,000"
"LAA","Julio Teherán","SP","1","$9,000,000","$9,000,000"
"HOU","Joe Smith","RP","2","$8,000,000","$4,000,000"
"OAK","Jake Diekman","RP","2","$7,500,000","$3,750,000"
"HOU","Martin Maldonado","C","2","$7,000,000","$3,500,000"
"MIN","Homer Bailey","SP","1","$7,000,000","$7,000,000"
"LAA","Jason Castro","C/DH","1","$6,850,000","$6,850,000"
"TEX","Robinson Chirinos","C/1B","1","$6,750,000","$6,750,000"
"TOR","Shun Yamaguchi","P","2","$6,350,000","$3,175,000"
"SF","Wilmer Flores","1B","2","$6,250,000","$3,125,000"
"WSH","Howie Kendrick","2B/LF","1","$6,250,000","$6,250,000"
"CLE","César Hernández","2B","1","$6,250,000","$6,250,000"
"DET","Jonathan Schoop","2B/SS","1","$6,100,000","$6,100,000"
"DET","C.J. Cron","1B","1","$6,100,000","$6,100,000"
"BOS","Martín Pérez","SP/SP5","1","$6,000,000","$6,000,000"
"CHW","Steve Cishek","RP","1","$6,000,000","$6,000,000"
"TEX","Joely Rodriguez","RP","2","$5,500,000","$2,750,000"
"MIL","Justin Smoak","1B","1","$5,000,000","$5,000,000"
"CHW","Gio Gonzalez","SP/SP4","1","$5,000,000","$5,000,000"
"MIN","Sergio Romo","RP","1","$5,000,000","$5,000,000"
"MIL","Brett Anderson","SP","1","$5,000,000","$5,000,000"
"TEX","Todd Frazier","3B","1","$5,000,000","$5,000,000"
"SD","Pierce Johnson","RP/SU8","2","$5,000,000","$2,500,000"
"STL","Adam Wainwright","SP/SP1","1","$5,000,000","$5,000,000"
"MIL","Eric Sogard","3B/SS","1","$4,500,000","$4,500,000"
"MIN","Alex Avila","C","1","$4,250,000","$4,250,000"
"BOS","Kevin Pillar","CF","1","$4,250,000","$4,250,000"
"DET","Austin Romine","C","1","$4,150,000","$4,150,000"
"SF","Drew Smyly","SP","1","$4,000,000","$4,000,000"
"WSH","Eric Thames","1B","1","$4,000,000","$4,000,000"
"KC","Alex Gordon","OF","1","$4,000,000","$4,000,000"
"TOR","Travis Shaw","1B/3B","1","$4,000,000","$4,000,000"
"ATL","Tyler Flowers","C","1","$4,000,000","$4,000,000"
"ATL","Nick Markakis","RF","1","$4,000,000","$4,000,000"
"LAD","Alex Wood","SP/SP3","1","$4,000,000","$4,000,000"
"MIA","Brandon Kintzler","RP","1","$3,250,000","$3,250,000"
"MIL","Brock Holt","2B","1","$3,250,000","$3,250,000"
"BAL","Jose Iglesias","SS","1","$3,000,000","$3,000,000"
"ARI","Stephen Vogt","C","1","$3,000,000","$3,000,000"
"SF","Hunter Pence","RF","1","$3,000,000","$3,000,000"
"BOS","Mitch Moreland","1B/DH","1","$3,000,000","$3,000,000"
"ARI","Héctor Rondón","RP","1","$3,000,000","$3,000,000"
"MIN","Rich Hill","SP","1","$3,000,000","$3,000,000"
"NYM","Michael Wacha","SP/SP5","1","$3,000,000","$3,000,000"
"KC","Maikel Franco","3B","1","$2,950,000","$2,950,000"
"BOS","José Peraza","SS","1","$2,850,000","$2,850,000"
"MIN","Tyler Clippard","RP","1","$2,750,000","$2,750,000"
"ATL","Darren O'Day","RP","1","$2,750,000","$2,750,000"
"ARI","Junior Guerra","RP","1","$2,650,000","$2,650,000"
"WSH","Asdrubal Cabrera","2B","1","$2,500,000","$2,500,000"
"NYM","Brad Brach","RP","2","$2,100,000","$1,050,000"
"MIA","Francisco Cervelli","C","1","$2,000,000","$2,000,000"
"STL","Brad Miller","LF/2B","1","$2,000,000","$2,000,000"
"STL","Matt Wieters","C","1","$2,000,000","$2,000,000"
"SEA","Kendall Graveman","RP/CL","1","$2,000,000","$2,000,000"
"PIT","Jarrod Dyson","CF","1","$2,000,000","$2,000,000"
"SEA","Taijuan Walker","SP/SP3","1","$2,000,000","$2,000,000"
"MIL","Jedd Gyorko","3B","1","$2,000,000","$2,000,000"
"WSH","Ryan Zimmerman","1B","1","$2,000,000","$2,000,000"
"CIN","Pedro Strop","RP","1","$1,825,000","$1,825,000"
"SF","Tyler Anderson","SP","1","$1,775,000","$1,775,000"
"MIL","Álex Claudio","RP","1","$1,750,000","$1,750,000"
"SEA","Yoshihisa Hirano","RP/CL","1","$1,600,000","$1,600,000"
"DET","Cameron Maybin","RF","1","$1,500,000","$1,500,000"
"MIA","Matt Joyce","LF","1","$1,500,000","$1,500,000"
"MIL","David Phelps","RP","1","$1,500,000","$1,500,000"
"PHI","Anthony Swarzak","RP","1","$1,500,000","$1,500,000"
"DET","Ivan Nova","SP/SP3","1","$1,500,000","$1,500,000"
"CLE","Domingo Santana","RF","1","$1,500,000","$1,500,000"
"LAD","Jimmy Nelson","RP","1","$1,250,000","$1,250,000"
"MIA","Yimi Garcia","RP/SU7","1","$1,100,000","$1,100,000"
"TOR","Rafael Dolis","RP","1","$1,000,000","$1,000,000"
"ATL","Adeiny Hechavarria","SS","1","$1,000,000","$1,000,000"
"PIT","Guillermo Heredia","CF","1","$1,000,000","$1,000,000"
"MIL","Ryon Healy","1B/DH","1","$1,000,000","$1,000,000"
"CHC","Steven Souza","RF","1","$1,000,000","$1,000,000"
"SEA","C.J. Edwards","RP/SU7","1","$950,000","$950,000"
"BOS","Kevin Plawecki","C","1","$900,000","$900,000"
"PIT","Luke Maile","C","1","$900,000","$900,000"
"CHC","Ryan Tepera","RP","1","$900,000","$900,000"
"PHI","Tommy Hunter","RP","1","$850,000","$850,000"
"BOS","Josh Osich","RP","1","$850,000","$850,000"
"CHC","Jeremy Jeffress","RP","1","$850,000","$850,000"
"BAL","Kohl Stewart","SP/SP4","1","$800,000","$800,000"
"CHC","Dan Winkler","RP","1","$750,000","$750,000"
"NYM","Jared Hughes","RP","1","$700,000","$700,000"
"BOS","Marco Hernandez","3B","1","$650,000","$650,000"
"HOU","Dustin Garneau","C","1","$650,000","$650,000"
"CLE","James Hoyt","RP","1","$608,500","$608,500"
"BOS","Collin McHugh","RP","1","$600,000","$600,000"
"KC","Jesse Hahn","RP","1","$600,000","$600,000"
"WSH","Brock Holt","2B","1","$563,500","$563,500"
"LAD","Jake McGee","RP/SU8","1","$563,500","$563,500"
"OAK","Jake Lamb","1B","1","$563,500","$563,500"
"MIA","Logan Forsythe","2B/3B","0","$0",""

